#Table: J/AJ/137/3100/table4.dat (cdsarc.u-strasbg.fr)
-----------------------------------------------------------------------------------------------------------------------
        |   F|        | R  R         D  D     |     |     |      |    |     | e_S|     | e_S|     |     |e_<|   <S|
Target  |ield|     HJD|Ah Am   RAs  Ed Em  DEs| Vmag|  V-I|    HV|e_HV|SigFe|igFe|SigMg|igMg|  Mmb| <HV>|HV>|igMg>|  e_
--------|----|--------|-----------------------|-----|-----|------|----|-----|----|-----|----|-----|-----|---|-----|----
Scl-0822|45B |3663.763|00 59 44.11 -33 28 11.7|17.68| 1.36| 118.4| 0.5| 0.44|0.02| 0.49|0.05|0.999|     |   |     |
Scl-0823|45B |3663.763|00 59 43.65 -33 24 20.4|19.50| 1.00|  26.9| 4.9| 0.29|0.07| 0.18|0.14|0.000|     |   |     |
Scl-0824|45B |3663.763|00 59 30.40 -33 23 31.9|18.71| 1.08| 112.1| 2.0| 0.38|0.05| 0.45|0.12|0.999|     |   |     |
Scl-0825|45B |3663.763|01 00 02.99 -33 11 24.2|19.05| 1.04| -13.1| 1.5| 0.34|0.02| 0.90|0.03|0.000|     |   |     |
Scl-0826|45B |3663.763|00 59 58.66 -33 13 30.4|19.96| 1.11| 109.4| 2.2| 0.27|0.08| 0.63|0.12|0.951|     |   |     |
Scl-0827|45B |3663.763|00 59 56.85 -33 18 02.7|19.56| 1.09| 109.5| 1.6| 0.37|0.04| 0.43|0.08|0.999|     |   |     |
Scl-0828|45B |3663.763|01 00 01.03 -33 26 08.1|19.06| 1.06| 113.1| 2.2| 0.33|0.06| 0.57|0.09|0.997|     |   |     |
Scl-0829|45B |3663.763|01 00 15.71 -33 13 50.8|18.27| 1.31|   0.3| 2.6| 0.34|0.03| 0.82|0.04|0.000|     |   |     |
Scl-0830|45B |3663.763|01 00 05.45 -33 19 01.5|19.46| 1.01| 116.0| 3.7| 0.25|0.04| 0.36|0.07|0.999|     |   |     |
Scl-0831|45B |3663.763|01 00 15.17 -33 26 21.9|18.35| 1.22| 106.7| 0.6| 0.39|0.02| 0.38|0.05|1.000|     |   |     |
Scl-0832|45B |3663.763|01 00 25.44 -33 25 48.6|19.93| 1.06| 114.8| 3.9| 0.35|0.06| 0.29|0.12|1.000|     |   |     |
Scl-0833|45B |3663.763|01 00 25.88 -33 22 21.0|18.93| 1.09| 110.0| 1.0| 0.36|0.03| 0.37|0.05|1.000|     |   |     |
Scl-0834|45B |3663.763|01 00 14.38 -33 21 26.7|19.09| 1.11| 103.6| 1.5| 0.40|0.04| 0.35|0.08|0.999|     |   |     |
Scl-0835|45B |3663.763|01 00 02.68 -33 30 25.1|18.00| 1.31| 109.8| 0.7| 0.41|0.03| 0.56|0.06|0.998|     |   |     |
Scl-0836|45B |3663.763|01 00 05.33 -33 28 23.0|19.75| 1.09| 123.3| 3.2| 0.50|0.16| 0.63|0.17|0.995|     |   |     |
Scl-0837|45B |3663.763|01 00 09.99 -33 23 24.3|19.39| 1.04| 112.5| 1.9| 0.33|0.05| 0.35|0.09|1.000|     |   |     |
Scl-0838|45B |3663.763|01 00 35.61 -33 16 07.7|18.20| 1.23| -31.2| 2.1| 0.33|0.03| 0.94|0.03|0.000|     |   |     |
Scl-0839|45B |3663.763|01 00 32.12 -33 17 15.7|19.07| 1.18|  81.9| 2.1| 0.32|0.05| 1.06|0.05|0.000|     |   |     |
Scl-0840|45B |3663.763|01 00 42.53 -33 25 50.4|19.25| 1.11| 103.0| 2.6| 0.48|0.05| 0.94|0.10|0.022|     |   |     |
Scl-0841|45B |3663.763|01 00 49.67 -33 25 33.3|18.02| 1.25| 104.4| 0.6| 0.34|0.02| 0.38|0.04|1.000|     |   |     |
Scl-0842|45B |3663.763|01 00 45.84 -33 21 53.7|18.31| 1.22| 120.5| 0.7| 0.35|0.02| 0.41|0.05|0.999|     |   |     |
Scl-0843|45B |3663.763|01 00 55.53 -33 21 17.4|18.58| 1.32| -70.8| 4.1|     |    |     |    |0.000|     |   |     |
Scl-0844|45B |3663.763|01 00 28.50 -33 28 52.4|18.47| 1.27| 118.2| 0.7| 0.41|0.02| 0.62|0.03|0.966|     |   |     |
Scl-0845|45B |3663.763|01 00 33.22 -33 28 53.7|18.21| 1.28| 118.2| 0.6| 0.35|0.01| 0.47|0.03|0.999|     |   |     |
Scl-0846|45B |3663.763|01 00 36.69 -33 27 54.2|19.99| 1.08| 111.7| 1.9| 0.35|0.08| 0.32|0.29|0.999|     |   |     |
Scl-0847|45B |3663.763|01 00 38.91 -33 26 09.6|17.78| 1.35|  95.1| 0.5| 0.40|0.01| 0.50|0.03|0.990|     |   |     |
Scl-0848|239B|3664.558|01 03 12.50 -33 20 09.8|17.99| 1.42|  58.5| 1.6| 0.42|0.02| 0.98|0.03|0.000|     |   |     |
Scl-0849|239B|3664.558|01 02 53.66 -33 29 27.2|18.57| 1.24|   8.2| 1.7| 0.31|0.02| 0.85|0.02|0.000|     |   |     |
Scl-0850|239B|3664.558|01 03 32.34 -33 20 37.7|19.96| 1.05| 102.5| 6.0| 0.35|0.05| 0.25|0.14|0.991|     |   |     |
Scl-0851|239B|3664.558|01 03 15.56 -33 31 32.3|19.68| 1.10|  29.4| 0.7| 0.36|0.02| 0.78|0.03|0.000|     |   |     |
Scl-0852|239B|3664.558|01 03 13.21 -33 30 39.6|19.34| 1.00|  60.5| 0.6| 0.37|0.02| 0.85|0.02|0.000|     |   |     |
Scl-0853|239B|3664.558|01 03 11.06 -33 28 18.6|19.88| 1.08| 118.6| 1.6| 0.30|0.03| 0.35|0.05|0.998|     |   |     |
Scl-0854|239B|3664.558|01 02 56.83 -33 26 12.4|19.77| 1.12|  50.6| 1.1| 0.39|0.03| 0.92|0.03|0.000|     |   |     |
Scl-0855|239B|3664.558|01 03 01.72 -33 26 16.3|19.11| 1.12|  94.0| 1.5| 0.37|0.02| 0.84|0.03|0.000|     |   |     |
Scl-0856|239B|3664.558|01 03 04.33 -33 26 06.1|19.87| 1.09| 113.9| 1.9| 0.31|0.03| 0.36|0.07|0.998|     |   |     |
Scl-0857|239B|3664.558|01 03 10.02 -33 25 48.6|18.93| 1.16| -17.9| 1.0| 0.39|0.02| 0.88|0.03|0.000|     |   |     |
Scl-0858|239B|3664.558|01 03 19.73 -33 24 53.1|19.62| 1.00| 118.0| 1.6| 0.36|0.03| 0.65|0.04|0.604|     |   |     |
Scl-0859|239B|3664.558|01 03 49.32 -33 27 32.9|17.83| 1.33| -21.7| 2.1| 0.33|0.01| 0.99|0.02|0.000|     |   |     |
Scl-0860|239B|3664.558|01 03 43.99 -33 27 10.7|19.17| 1.15| 112.8| 2.0| 0.35|0.03| 0.51|0.08|0.990|     |   |     |
Scl-0861|239B|3664.558|01 03 51.99 -33 25 29.9|19.54| 1.06| 105.8| 5.5|     |    |     |    |0.962|     |   |     |
Scl-0862|95B |3664.657|00 57 16.04 -34 00 37.8|19.43| 1.09| 125.5| 1.5| 0.36|0.06| 0.52|0.11|0.975|     |   |     |
Scl-0863|95B |3664.657|00 57 11.38 -34 00 11.2|19.00| 1.10| 107.6| 1.9| 0.32|0.03| 0.28|0.08|0.998|     |   |     |
Scl-0864|95B |3664.657|00 57 07.15 -33 54 12.6|18.38| 1.35|   2.7| 2.4| 0.31|0.03| 0.97|0.03|0.000|     |   |     |
Scl-0865|95B |3664.657|00 57 07.75 -33 51 09.8|19.88| 1.04|  95.6| 4.7| 0.29|0.06| 0.49|0.10|0.965|     |   |     |
Scl-0866|95B |3664.657|00 57 21.17 -33 47 09.6|19.52| 1.13| 104.4| 1.8| 0.29|0.03| 0.33|0.07|0.999|     |   |     |
Scl-0867|95B |3664.657|00 57 25.59 -33 47 33.6|19.60| 1.14| 110.2| 4.0| 0.27|0.05| 0.48|0.09|0.997|     |   |     |
Scl-0868|95B |3664.657|00 57 30.26 -33 47 27.2|18.36| 1.30|  20.7| 2.1| 0.33|0.02| 0.92|0.03|0.000|     |   |     |
Scl-0869|95B |3664.657|00 57 51.14 -33 48 47.0|19.62| 1.14| 116.4| 3.6| 0.34|0.06| 0.50|0.13|0.998|     |   |     |
Scl-0870|95B |3664.657|00 57 50.13 -33 52 12.7|18.65| 1.20| 136.8| 1.1| 0.44|0.04| 0.49|0.09|0.964|     |   |     |
Scl-0871|95B |3664.657|00 57 30.02 -33 59 20.0|18.19| 1.25|  -4.5| 1.6| 0.32|0.03| 0.83|0.04|0.000|     |   |     |
Scl-0872|95B |3664.657|00 57 32.10 -33 57 01.2|19.00| 1.14| 122.1| 1.4| 0.34|0.04| 0.34|0.08|0.998|     |   |     |
Scl-0873|95B |3664.657|00 57 57.65 -33 48 56.5|19.88| 1.08| 129.7| 3.1| 0.35|0.06| 0.53|0.11|0.994|     |   |     |
Scl-0874|95B |3664.657|00 58 04.07 -33 50 41.8|17.88| 1.38| 110.7| 0.5| 0.43|0.02| 0.36|0.04|1.000|     |   |     |
Scl-0875|95B |3664.657|00 58 04.14 -33 51 46.0|19.33| 1.11|   3.2| 3.0| 0.25|0.08| 0.82|0.11|0.000|     |   |     |
Scl-0876|95B |3664.657|00 58 01.63 -33 52 57.6|18.70| 1.13| 120.0| 0.9| 0.38|0.03| 0.43|0.07|0.999|     |   |     |
Scl-0877|95B |3664.657|00 57 51.39 -33 55 18.9|19.05| 1.10| 122.2| 0.8| 0.38|0.02| 0.40|0.05|0.999|     |   |     |
Scl-0878|95B |3664.657|00 58 05.21 -33 55 21.2|19.27| 1.12| 103.0| 0.7| 0.37|0.03| 0.42|0.06|0.999|     |   |     |
Scl-0879|95B |3664.657|00 57 44.14 -34 01 14.2|18.28| 1.18| 120.6| 2.9| 0.27|0.02| 0.32|0.05|0.999|     |   |     |
Scl-0880|95B |3664.657|00 57 40.69 -33 59 08.9|19.46| 1.06| 111.5| 3.2| 0.30|0.07| 0.47|0.13|0.994|     |   |     |
Scl-0881|95B |3664.657|00 58 18.92 -33 52 22.4|19.20| 1.02|  98.9| 2.3| 0.29|0.04| 0.35|0.09|0.999|     |   |     |
Scl-0882|95B |3664.657|00 58 09.19 -33 54 10.7|19.17| 1.08| 109.9| 2.6| 0.29|0.03| 0.31|0.07|1.000|     |   |     |
Scl-0883|95B |3664.657|00 58 14.15 -33 55 29.3|18.53| 1.19| 105.8| 0.9| 0.38|0.03| 0.44|0.07|0.999|     |   |     |
Scl-0884|95B |3664.657|00 58 19.97 -33 53 02.3|19.11| 1.19| 118.0| 5.3| 0.25|0.06| 0.35|0.12|1.000|     |   |     |
Scl-0885|95B |3664.657|00 58 13.34 -33 56 39.7|19.13| 1.12| 114.2| 2.2| 0.47|0.04| 0.35|0.14|0.999|     |   |     |
Scl-0886|58B |3665.559|01 01 16.85 -33 28 56.7|19.39| 1.20|  65.2| 4.4| 0.38|0.05| 0.63|0.09|0.001|     |   |     |
Scl-0887|58B |3665.559|01 01 22.78 -33 28 12.9|19.70| 1.04| -96.3| 4.2| 0.21|0.06| 0.37|0.11|0.000|     |   |     |
Scl-0888|58B |3665.559|01 01 24.71 -33 27 26.9|18.55| 1.20|  88.7| 1.1| 0.33|0.02| 0.35|0.05|0.992|     |   |     |
Scl-0889|58B |3665.559|01 01 07.73 -33 28 04.2|19.34| 1.13| 109.0| 2.8| 0.23|0.04| 0.26|0.08|1.000|     |   |     |
Scl-0890|58B |3665.559|01 01 00.91 -33 27 54.9|17.99| 1.31| 103.1| 5.8| 0.32|0.07| 0.33|0.12|0.999|     |   |     |
Scl-0891|58B |3665.559|01 01 01.64 -33 24 54.6|18.30| 1.17| 123.9| 5.2|     |    | 0.56|0.12|0.997|     |   |     |
Scl-0892|58B |3665.559|01 01 45.19 -33 25 40.1|17.77| 1.30|  99.4| 0.5| 0.35|0.01| 0.39|0.02|0.998|     |   |     |
Scl-0893|58B |3665.559|01 01 28.34 -33 33 32.7|19.62| 1.10| 115.4| 2.6| 0.29|0.03| 0.30|0.06|1.000|     |   |     |
Scl-0894|58B |3665.559|01 01 42.88 -33 29 48.0|18.06| 1.29| 108.6| 0.6| 0.40|0.01| 0.39|0.03|1.000|     |   |     |
Scl-0895|58B |3665.559|01 01 35.91 -33 29 09.4|18.18| 1.26| 102.8| 0.8| 0.34|0.01| 0.32|0.03|1.000|     |   |     |
Scl-0896|58B |3665.559|01 01 34.25 -33 28 16.4|19.68| 1.11| 103.5| 2.0| 0.30|0.04| 0.51|0.06|0.998|     |   |     |
Scl-0897|58B |3665.559|01 01 27.93 -33 35 24.9|19.05| 1.15| 111.2| 4.2| 0.39|0.06| 0.37|0.11|1.000|     |   |     |
Scl-0898|58B |3665.559|01 01 22.92 -33 31 34.7|19.99| 1.06| 110.2| 3.4| 0.36|0.06| 0.35|0.12|1.000|     |   |     |
Scl-0899|58B |3665.559|01 01 29.85 -33 30 52.5|19.89| 1.08| 123.8| 5.0| 0.20|0.11| 0.55|0.10|0.997|     |   |     |
Scl-0900|58B |3665.559|01 01 25.73 -33 28 09.7|19.82| 1.00| 128.9| 4.1| 0.38|0.05| 0.37|0.09|0.999|     |   |     |
Scl-0901|58B |3665.559|01 01 46.15 -33 20 29.0|19.68| 0.96| 102.0| 1.2| 0.30|0.02| 0.36|0.05|0.997|     |   |     |
Scl-0902|58B |3665.559|01 02 11.16 -33 23 19.0|19.94| 0.95| 108.0| 3.5| 0.31|0.06| 0.52|0.09|0.992|     |   |     |
Scl-0903|58B |3665.559|01 02 08.34 -33 24 43.4|18.13| 1.20|  45.5| 0.9| 0.27|0.01| 0.87|0.02|0.000|     |   |     |
Scl-0904|27B |3665.662|00 59 59.07 -33 53 22.9|19.89| 1.08|  65.5| 2.8| 0.38|0.01| 0.83|0.02|0.000|     |   |     |
Scl-0905|27B |3665.662|01 00 22.74 -33 51 22.8|18.04| 1.25| 110.2| 0.7| 0.42|0.02| 0.44|0.04|1.000|     |   |     |
Scl-0906|27B |3665.662|01 00 22.24 -33 50 58.9|19.25| 1.14| 117.1| 1.1| 0.34|0.03| 0.31|0.06|1.000|     |   |     |
Scl-0907|27B |3665.662|01 00 12.58 -33 53 48.4|18.92| 1.15| 136.7| 1.1| 0.32|0.02| 0.32|0.04|0.998|     |   |     |
Scl-0908|27B |3665.662|01 00 13.10 -33 51 43.5|18.73| 1.15| 116.8| 1.4| 0.29|0.02| 0.27|0.04|1.000|117.8|1.2| 0.28|0.04
Scl-0908|1R  |4017.555|01 00 13.10 -33 51 43.5|18.73| 1.15| 120.3| 2.4| 0.27|0.05| 0.34|0.11|     |     |   |     |
Scl-0909|27B |3665.662|01 00 39.78 -33 52 21.9|19.03| 1.21|  43.2| 1.2| 0.41|0.03| 1.05|0.04|0.000|     |   |     |
Scl-0910|27B |3665.662|01 00 35.17 -33 57 30.9|18.34| 1.21| 101.1| 0.7| 0.35|0.02| 0.36|0.04|0.999|     |   |     |
Scl-0911|27B |3665.662|01 00 42.51 -33 58 10.4|19.91| 1.09|  81.2| 5.1| 0.39|0.06|-0.03|0.23|0.932|     |   |     |
Scl-0912|27B |3665.662|00 59 29.99 -34 00 10.9|19.08| 1.09| 111.0| 1.5| 0.37|0.04| 0.57|0.07|0.996|     |   |     |
Scl-0913|27B |3665.662|01 00 05.63 -33 57 34.0|18.60| 1.23| 123.6| 0.6| 0.37|0.02| 0.37|0.04|1.000|     |   |     |
Scl-0914|27B |3665.662|00 59 58.53 -34 08 14.6|18.86| 1.10|   7.6| 1.8| 0.40|0.04| 1.00|0.04|0.000|     |   |     |
Scl-0915|27B |3665.662|00 59 54.28 -34 02 49.8|19.50| 0.99|  28.8| 1.7| 0.33|0.07| 0.90|0.06|0.000|     |   |     |
Scl-0916|27B |3665.662|00 59 44.57 -34 07 51.6|19.78| 1.09|  19.3| 2.5| 0.34|0.12| 1.13|0.10|0.000|     |   |     |
Scl-0917|27B |3665.662|01 00 09.78 -33 49 45.6|19.96| 1.06| 111.2| 4.0| 0.32|0.05| 0.07|0.15|1.000|     |   |     |
Scl-0918|27B |3665.662|01 00 07.12 -33 50 09.7|18.58| 1.27| 102.7| 1.3| 0.35|0.02| 0.28|0.05|1.000|     |   |     |
Scl-0919|27B |3665.662|01 00 14.71 -33 50 52.1|19.28| 1.09| 108.7| 0.9| 0.40|0.03| 0.41|0.06|1.000|     |   |     |
Scl-0920|27B |3665.662|01 00 10.21 -33 51 17.1|19.56| 1.13| 112.1| 1.4| 0.39|0.03| 0.21|0.07|1.000|     |   |     |
Scl-0921|27B |3665.662|01 00 13.07 -33 57 15.6|18.19| 1.22| 120.7| 0.6| 0.34|0.02| 0.41|0.04|1.000|     |   |     |
Scl-0922|27B |3665.662|01 00 31.60 -34 03 01.6|18.70| 1.10|  69.3| 0.7| 0.34|0.03| 0.88|0.03|0.000|     |   |     |
Scl-0923|27B |3665.662|01 00 23.79 -33 58 18.7|18.22| 1.30| 107.7| 0.5| 0.47|0.02| 0.44|0.04|1.000|     |   |     |
Scl-0924|27B |3665.662|01 00 18.82 -34 09 10.8|18.84| 1.12| -23.7| 0.8| 0.38|0.03| 0.99|0.03|0.000|     |   |     |
Scl-0925|27B |3665.662|01 00 19.59 -34 02 32.6|19.04| 1.14| 113.1| 1.5| 0.37|0.03| 0.40|0.06|1.000|     |   |     |
Scl-0926|27B |3665.662|01 00 07.65 -34 01 39.2|18.84| 1.16| 111.6| 0.8| 0.36|0.02| 0.34|0.05|1.000|     |   |     |
Scl-0927|27B |3665.662|01 00 05.00 -34 01 16.6|18.38| 1.19| 121.8| 1.1| 0.28|0.02| 0.25|0.05|1.000|     |   |     |
Scl-0928|27B |3665.662|01 00 05.06 -33 59 59.4|19.78| 1.05| 117.2| 2.5| 0.32|0.03| 0.28|0.08|1.000|     |   |     |
Scl-0929|27B |3665.662|01 00 21.70 -33 56 14.2|18.43| 1.19|  26.4| 1.7| 0.36|0.02| 0.93|0.03|0.000|     |   |     |
Scl-0930|27B |3665.662|01 00 37.49 -33 59 26.5|18.61| 1.24| 123.9| 0.7| 0.35|0.02| 0.43|0.04|0.999|     |   |     |
Scl-0931|54B |3666.546|00 59 05.63 -33 34 42.2|19.06| 1.07| 113.0| 0.6| 0.36|0.01| 0.32|0.04|1.000|     |   |     |
Scl-0932|54B |3666.546|00 58 26.97 -33 38 12.2|19.54| 1.03| 133.7| 3.5| 0.26|0.02| 0.22|0.04|0.998|     |   |     |
Scl-0933|54B |3666.546|00 58 29.69 -33 38 21.6|19.15| 1.18| 111.2| 0.6| 0.41|0.01| 0.44|0.03|1.000|     |   |     |
Scl-0934|54B |3666.546|00 58 43.78 -33 35 22.6|19.61| 1.09| 104.8| 0.6| 0.34|0.02| 0.38|0.04|1.000|     |   |     |
Scl-0935|54B |3666.546|00 58 49.80 -33 37 19.1|19.31| 1.10|  99.2| 1.2| 0.31|0.02| 0.29|0.04|1.000|     |   |     |
Scl-0936|54B |3666.546|00 58 56.62 -33 36 20.8|18.30| 1.24| 108.8| 0.4| 0.39|0.01| 0.44|0.03|1.000|     |   |     |
Scl-0937|54B |3666.546|00 58 02.96 -33 35 52.2|19.34| 1.06| 103.6| 1.0| 0.36|0.02| 0.27|0.05|1.000|     |   |     |
Scl-0938|54B |3666.546|00 58 03.96 -33 34 06.4|19.77| 1.04| 111.9| 2.5| 0.35|0.03| 0.35|0.07|1.000|     |   |     |
Scl-0939|54B |3666.546|00 58 01.10 -33 33 07.3|19.94| 1.16|  48.8| 4.7| 0.43|0.04| 0.31|0.11|0.000|     |   |     |
Scl-0940|54B |3666.546|00 58 04.93 -33 31 22.6|19.69| 1.05| 110.6| 2.0| 0.30|0.03| 0.45|0.06|0.999|     |   |     |
Scl-0941|54B |3666.546|00 57 50.35 -33 32 06.8|18.52| 1.19| 121.1| 0.6| 0.38|0.01| 0.42|0.03|0.999|     |   |     |
Scl-0942|54B |3666.546|00 57 49.98 -33 27 29.4|19.93| 1.17|  34.1| 4.0| 0.38|0.05| 0.77|0.08|0.000| 35.3|1.4| 0.87|0.03
Scl-0942|174B|4684.716|00 57 49.98 -33 27 29.4|19.93| 1.17|  35.5| 1.5|     |    | 0.89|0.04|     |     |   |     |
Scl-0943|54B |3666.546|00 57 55.22 -33 26 23.4|18.89| 1.10| 130.0| 1.8| 0.24|0.02| 0.25|0.05|0.997|     |   |     |
Scl-0944|54B |3666.546|00 58 16.52 -33 26 18.2|19.11| 1.12| 115.0| 3.6| 0.31|0.03| 0.41|0.07|0.999|     |   |     |
Scl-0945|54B |3666.546|00 58 30.58 -33 27 20.4|19.91| 1.03| 120.8| 4.7| 0.34|0.03| 0.10|0.09|0.999|     |   |     |
Scl-0946|54B |3666.546|00 58 30.80 -33 28 40.0|17.68| 1.31| 127.6| 2.1| 0.30|0.02| 0.03|0.03|0.724|     |   |     |
Scl-0947|54B |3666.546|00 58 38.77 -33 35 02.3|17.80| 1.30| 118.6| 0.4| 0.37|0.01| 0.40|0.02|1.000|     |   |     |
Scl-0948|54B |3666.546|00 58 39.53 -33 34 17.3|19.95| 1.06|  94.6| 2.4| 0.29|0.02| 0.27|0.05|0.998|     |   |     |
Scl-0949|54B |3666.546|00 58 32.88 -33 31 29.1|19.25| 1.06| 115.6| 1.4| 0.30|0.02| 0.40|0.04|1.000|     |   |     |
Scl-0950|54B |3666.546|00 58 26.87 -33 35 32.9|19.24| 1.04|  95.1| 0.9| 0.30|0.01| 0.24|0.04|0.997|     |   |     |
Scl-0951|54B |3666.546|00 58 25.20 -33 31 07.6|19.29| 1.04| 103.6| 1.0| 0.36|0.02| 0.34|0.04|1.000|     |   |     |
Scl-0952|54B |3666.546|00 58 57.28 -33 37 28.3|19.88| 0.94| 107.1| 1.9| 0.27|0.03| 0.34|0.06|1.000|     |   |     |
Scl-0953|54B |3666.546|00 58 50.64 -33 31 12.6|19.95| 1.07|  99.7| 3.4| 0.31|0.03| 0.41|0.06|0.999|     |   |     |
Scl-0954|54B |3666.546|00 58 46.95 -33 31 01.7|18.45| 1.16| 115.5| 0.5| 0.38|0.01| 0.41|0.02|1.000|     |   |     |
Scl-0955|54B |3666.546|00 58 45.65 -33 35 09.6|19.38| 1.10| 106.9| 0.7| 0.33|0.02| 0.30|0.04|1.000|     |   |     |
Scl-0956|54B |3666.546|00 58 48.95 -33 34 23.2|18.75| 1.20| 103.0| 0.4| 0.40|0.01| 0.43|0.03|0.999|     |   |     |
Scl-0957|54B |3666.546|00 58 44.70 -33 30 48.9|18.32| 1.18| 111.7| 0.5| 0.38|0.01| 0.39|0.02|1.000|     |   |     |
Scl-0958|54B |3666.546|00 58 42.24 -33 30 05.8|19.22| 1.08|  92.8| 0.9| 0.32|0.02| 0.31|0.04|0.997|     |   |     |
Scl-0959|54B |3666.546|00 58 57.24 -33 21 30.4|19.80| 1.15| -45.5| 4.9| 0.43|0.07| 0.76|0.24|0.000|     |   |     |
Scl-0960|54B |3666.546|00 58 52.28 -33 26 01.5|19.66| 1.01|  95.3| 1.8| 0.31|0.03| 0.38|0.06|0.998|     |   |     |
Scl-0961|54B |3666.546|00 58 45.25 -33 26 22.4|19.62| 1.05| 110.7| 1.9| 0.40|0.03| 0.38|0.08|1.000|     |   |     |
Scl-0962|54B |3666.546|00 59 01.49 -33 22 26.4|19.51| 1.02|  78.0| 4.6| 0.45|0.06| 0.66|0.11|0.070|     |   |     |
Scl-0963|54B |3666.546|00 59 06.57 -33 26 11.2|18.70| 1.10| 103.6| 1.6| 0.37|0.03| 0.35|0.07|1.000|     |   |     |
Scl-0964|54B |3666.546|00 59 05.24 -33 26 53.5|19.98| 1.03| 109.7| 1.2| 0.37|0.02| 0.50|0.05|0.999|     |   |     |
Scl-0965|54B |3666.546|00 59 11.26 -33 34 39.3|19.53| 0.98| -78.9| 2.0| 0.37|0.04| 0.71|0.06|0.000|     |   |     |
Scl-0966|54B |3666.546|00 59 07.93 -33 33 32.3|19.80| 0.95|  94.8| 2.2| 0.25|0.02| 0.34|0.05|0.999|     |   |     |
Scl-0967|54B |3666.546|00 59 12.45 -33 32 37.1|19.29| 1.06| 115.1| 0.8| 0.36|0.02| 0.50|0.04|0.999|     |   |     |
Scl-0968|54B |3666.546|00 59 14.37 -33 31 43.8|17.64| 1.34| 115.3| 0.4| 0.46|0.01| 0.53|0.02|0.998|     |   |     |
Scl-0969|54B |3666.546|00 59 16.84 -33 31 25.4|19.37| 0.99| 119.8| 2.1| 0.26|0.02| 0.27|0.05|1.000|     |   |     |
Scl-0970|54B |3666.546|00 59 11.71 -33 30 50.0|18.27| 1.17| 117.5| 0.6| 0.37|0.01| 0.44|0.02|1.000|     |   |     |
Scl-0971|54B |3666.546|00 59 00.00 -33 29 14.6|19.59| 1.12| 106.9| 5.0| 0.29|0.02| 0.05|0.06|0.995|     |   |     |
Scl-0972|54B |3666.546|00 58 59.25 -33 26 50.4|19.02| 1.06| 122.9| 0.6| 0.30|0.02| 0.38|0.03|1.000|     |   |     |
Scl-0973|54B |3666.546|00 59 01.44 -33 32 59.6|18.10| 1.23|  62.2| 1.7| 0.35|0.01| 0.97|0.01|0.000|     |   |     |
Scl-0974|54B |3666.546|00 59 02.46 -33 32 09.5|18.99| 1.10| 111.6| 1.0| 0.32|0.02| 0.39|0.04|1.000|     |   |     |
Scl-0975|54B |3666.546|00 58 59.30 -33 31 59.9|18.72| 1.13| 102.1| 0.6| 0.41|0.02| 0.52|0.03|0.996|     |   |     |
Scl-0976|54B |3666.546|00 59 02.83 -33 31 44.0|18.94| 1.10| 109.4| 0.5| 0.37|0.01| 0.45|0.03|1.000|     |   |     |
Scl-0977|1B  |4017.555|01 01 16.31 -33 48 02.5|18.14| 1.26| 119.9| 0.5| 0.35|0.01| 0.23|0.04|1.000|     |   |     |
Scl-0978|1B  |4017.555|01 00 05.44 -33 42 06.8|18.79| 1.23| 109.9| 0.5| 0.46|0.02| 0.53|0.04|0.999|     |   |     |
Scl-0979|1B  |4017.555|01 00 39.69 -33 35 57.2|18.73| 1.12| 102.2| 0.7| 0.36|0.03| 0.41|0.06|1.000|     |   |     |
Scl-0980|1B  |4017.555|01 00 13.83 -33 49 27.2|19.87| 1.09| 100.0| 2.4| 0.37|0.08| 0.54|0.16|0.998|     |   |     |
Scl-0981|1B  |4017.555|01 00 08.79 -33 46 25.1|18.64| 1.20| 116.4| 0.7| 0.38|0.02| 0.45|0.04|1.000|     |   |     |
Scl-0982|1B  |4017.555|01 00 06.43 -33 46 30.2|18.93| 1.19|  96.8| 0.8| 0.33|0.02| 0.43|0.05|0.999|     |   |     |
Scl-0983|1B  |4017.555|01 00 24.73 -33 45 39.9|19.18| 1.11| 102.0| 1.6| 0.40|0.05| 0.46|0.11|0.999|     |   |     |
Scl-0984|1B  |4017.555|01 00 59.30 -33 50 00.1|18.50| 1.21|  96.7| 0.6| 0.33|0.02| 0.36|0.04|0.999|     |   |     |
Scl-0985|1B  |4017.555|00 59 50.99 -33 48 55.0|18.23| 1.27| 114.3| 0.5| 0.34|0.02| 0.37|0.04|1.000|     |   |     |
Scl-0986|1B  |4017.555|00 59 49.62 -33 40 41.8|18.97| 1.10| 102.6| 5.7| 0.24|0.04| 0.00|0.09|0.999|     |   |     |
Scl-0987|1B  |4017.555|00 59 48.85 -33 42 18.0|18.20| 1.32| 115.3| 0.4| 0.47|0.02| 0.51|0.04|1.000|     |   |     |
Scl-0988|1B  |4017.555|00 59 46.89 -33 43 45.9|18.37| 1.32| 116.6| 0.4| 0.45|0.02| 0.49|0.04|1.000|     |   |     |
Scl-0989|1B  |4017.555|00 59 50.18 -33 45 02.1|19.75| 1.17| 101.0| 1.5| 0.34|0.04| 0.46|0.09|0.999|     |   |     |
Scl-0990|1B  |4017.555|01 00 03.93 -33 41 39.2|19.72| 1.12| 118.0| 1.1| 0.50|0.06| 0.67|0.12|0.997|     |   |     |
