#Table: J/AJ/137/3100/table5.dat (cdsarc.u-strasbg.fr)
-----------------------------------------------------------------------------------------------------------------------
        |   F|        | R  R         D  D     |     |     |      |    |     | e_S|     | e_S|     |     |e_<|   <S|
Target  |ield|     HJD|Ah Am   RAs  Ed Em  DEs| Vmag|  V-I|    HV|e_HV|SigFe|igFe|SigMg|igMg|  Mmb| <HV>|HV>|igMg>|  e_
--------|----|--------|-----------------------|-----|-----|------|----|-----|----|-----|----|-----|-----|---|-----|----
Sex-0657|6B  |3804.673|10 12 56.16 -01 17 22.6|     |     |  94.9| 3.6| 0.36|0.08| 0.60|0.15|     |     |   |     |
Sex-0658|23B |3418.704|10 13 01.56 -01 18 00.6|     |     | 246.8| 3.1| 0.34|0.07| 0.89|0.09|0.000|250.4|1.7| 0.89|0.09
Sex-0658|6B  |4124.814|10 13 01.56 -01 18 00.6|     |     | 252.1| 2.1|     |    |     |    |     |     |   |     |
Sex-0659|23B |3418.704|10 13 04.13 -01 14 47.8|     |     |  61.5| 1.6| 0.39|0.03| 0.98|0.04|0.000|     |   |     |
Sex-0660|23B |3418.704|10 13 03.08 -01 14 59.8|     |     | 310.3| 2.3| 0.34|0.03| 0.62|0.05|0.000|     |   |     |
Sex-0661|23B |3418.704|10 13 10.41 -01 18 13.8|     |     | 232.0| 1.6| 0.40|0.04| 0.40|0.10|0.994|     |   |     |
Sex-0662|110B|3800.762|10 11 26.96 -02 05 41.6|     |     | 207.3| 1.9| 0.29|0.02| 0.21|0.05|0.903|     |   |     |
Sex-0663|110B|3800.762|10 11 22.47 -02 03 50.9|     |     |  46.8| 1.8| 0.30|0.02| 0.89|0.03|0.000|     |   |     |
Sex-0664|110B|3800.762|10 11 31.07 -02 02 55.0|     |     |  90.9| 2.1| 0.31|0.04| 0.92|0.05|0.000|     |   |     |
Sex-0665|110B|3800.762|10 11 33.47 -02 01 39.9|     |     |  -0.2| 1.6| 0.39|0.02| 0.86|0.03|0.000|     |   |     |
Sex-0666|110B|3800.762|10 11 33.91 -02 00 54.8|     |     | 244.0| 5.9| 0.24|0.03| 0.38|0.07|0.945|     |   |     |
Sex-0667|110B|3800.762|10 11 10.42 -02 05 04.4|     |     |  46.4| 2.4| 0.33|0.03| 0.81|0.05|0.000|     |   |     |
Sex-0668|110B|3800.762|10 11 10.27 -02 04 03.8|     |     |  82.4| 0.7| 0.35|0.03| 0.50|0.06|0.000|     |   |     |
Sex-0669|110B|3800.762|10 11 04.72 -02 05 32.8|     |     |  46.0| 1.3| 0.39|0.02| 0.83|0.03|0.000|     |   |     |
Sex-0670|110B|3800.762|10 10 59.75 -02 04 38.4|     |     | 139.7| 3.1| 0.34|0.05| 0.48|0.12|0.000|     |   |     |
Sex-0671|110B|3800.762|10 11 05.33 -02 01 40.3|     |     |   7.5| 4.0|     |    |     |    |0.000|     |   |     |
Sex-0672|110B|3800.762|10 10 51.47 -02 06 14.9|     |     | 205.5| 3.1| 0.43|0.06| 0.72|0.10|0.000|     |   |     |
Sex-0673|110B|3800.762|10 10 53.58 -02 05 07.9|     |     |  31.2| 1.2| 0.37|0.02| 0.86|0.02|0.000|     |   |     |
Sex-0674|110B|3800.762|10 11 01.02 -02 01 40.9|     |     | 104.1| 1.1| 0.38|0.02| 0.90|0.03|0.000|     |   |     |
Sex-0675|110B|3800.762|10 10 59.34 -02 01 14.0|     |     | 259.1| 2.8| 0.28|0.02| 0.25|0.06|0.028|     |   |     |
Sex-0676|110B|3800.762|10 11 20.61 -01 57 23.6|     |     |  11.2| 0.5| 0.39|0.01| 0.94|0.02|0.000|     |   |     |
Sex-0677|110B|3800.762|10 11 25.63 -01 58 14.3|     |     | 117.8| 0.7| 0.35|0.03| 0.64|0.05|0.000|     |   |     |
Sex-0678|110B|3800.762|10 11 15.15 -02 00 42.5|     |     |  -8.7| 0.8| 0.44|0.02| 0.98|0.03|0.000|     |   |     |
Sex-0679|110B|3800.762|10 10 47.87 -02 10 23.3|     |     | 115.3| 1.6| 0.28|0.05| 0.84|0.06|0.000|     |   |     |
Sex-0680|110B|3800.762|10 10 53.62 -02 09 39.0|     |     | -13.8| 3.4| 0.23|0.05| 0.80|0.08|0.000|     |   |     |
Sex-0681|110B|3800.762|10 10 54.12 -02 09 20.5|     |     |  36.5| 1.8| 0.36|0.05| 0.98|0.06|0.000|     |   |     |
Sex-0682|110B|3800.762|10 10 48.73 -02 05 03.6|     |     | 151.7| 1.6| 0.41|0.02| 0.81|0.04|0.000|     |   |     |
Sex-0683|110B|3800.762|10 10 44.70 -02 01 20.3|     |     |  -9.4| 1.1| 0.26|0.03| 0.57|0.05|0.000|     |   |     |
Sex-0684|110B|3800.762|10 10 45.06 -02 09 41.7|     |     |  -1.3| 2.0| 0.40|0.04| 0.74|0.07|0.000|     |   |     |
Sex-0685|110B|3800.762|10 10 40.66 -02 03 47.2|     |     |  77.8| 0.4| 0.40|0.01| 0.80|0.02|0.000|     |   |     |
Sex-0686|110B|3800.762|10 10 42.91 -02 01 36.6|     |     | 142.7| 4.3| 0.08|0.07| 0.97|0.06|0.000|     |   |     |
Sex-0687|110B|3800.762|10 10 49.74 -01 51 44.7|     |     | 125.1| 2.3| 0.37|0.03| 0.80|0.05|0.000|     |   |     |
Sex-0688|110B|3800.762|10 10 53.48 -01 53 17.1|     |     |   8.6| 3.6| 0.27|0.06| 0.86|0.06|0.000|     |   |     |
Sex-0689|110B|3800.762|10 10 59.55 -01 57 15.5|     |     | 351.5| 1.1| 0.39|0.01| 0.54|0.02|0.000|     |   |     |
Sex-0690|110B|3800.762|10 10 51.51 -01 59 36.8|     |     | 107.3| 2.3| 0.27|0.05| 0.67|0.07|0.000|     |   |     |
Sex-0691|110B|3800.762|10 10 54.59 -01 59 57.9|     |     | 160.5| 1.4| 0.27|0.02| 0.56|0.04|0.000|     |   |     |
Sex-0692|110B|3800.762|10 11 01.57 -01 52 08.0|     |     | 213.3| 1.6| 0.37|0.04| 0.79|0.06|0.000|     |   |     |
Sex-0693|110B|3800.762|10 11 07.93 -01 52 59.0|     |     |   1.7| 5.1| 0.14|0.13| 0.33|0.19|0.000|     |   |     |
Sex-0694|110B|3800.762|10 11 02.75 -02 00 45.0|     |     |   6.9| 0.4| 0.37|0.02| 0.69|0.02|0.000|     |   |     |
Sex-0695|110B|3800.762|10 10 37.09 -02 06 40.7|     |     | 160.8| 4.2| 0.24|0.09| 0.89|0.10|0.000|     |   |     |
Sex-0696|110B|3800.762|10 10 36.43 -02 03 58.1|     |     |  64.0| 1.9| 0.37|0.03| 0.65|0.06|0.000|     |   |     |
Sex-0697|110B|3800.762|10 10 31.18 -02 05 07.8|     |     |  91.5| 1.9| 0.30|0.03| 0.32|0.06|0.000|     |   |     |
Sex-0698|110B|3800.762|10 10 34.84 -02 04 54.4|     |     |  92.8| 1.8| 0.41|0.04| 0.94|0.05|0.000|     |   |     |
Sex-0699|110B|3800.762|10 10 30.22 -02 04 40.2|     |     | 203.9| 2.9| 0.22|0.04| 0.59|0.06|0.000|     |   |     |
Sex-0700|110B|3800.762|10 10 36.11 -01 57 08.7|     |     | 208.1| 4.0|     |    | 0.53|0.23|0.667|     |   |     |
Sex-0701|110B|3800.762|10 10 38.87 -01 59 13.0|     |     | -78.9| 2.9| 0.01|0.14| 0.93|0.09|0.000|     |   |     |
Sex-0702|110B|3800.762|10 10 45.93 -01 51 47.4|     |     |  72.2| 1.7| 0.17|0.05| 0.83|0.05|0.000|     |   |     |
Sex-0703|110B|3800.762|10 10 44.77 -02 00 09.7|     |     | 107.5| 1.9| 0.33|0.04| 1.07|0.03|0.000|     |   |     |
Sex-0704|99B |3801.696|10 12 02.36 -02 03 43.5|     |     | 311.0| 3.4| 0.26|0.03| 0.20|0.06|0.000|     |   |     |
Sex-0705|99B |3801.696|10 12 29.62 -02 17 17.0|     |     | 117.1| 0.7| 0.30|0.02| 0.62|0.03|0.000|     |   |     |
Sex-0706|99B |3801.696|10 12 42.30 -02 14 53.7|     |     |  67.4| 2.8| 0.28|0.05| 0.52|0.09|0.000|     |   |     |
Sex-0707|99B |3801.696|10 12 30.46 -02 15 09.2|     |     |  -1.8| 0.4| 0.37|0.01| 0.95|0.01|0.000|     |   |     |
Sex-0708|99B |3801.696|10 12 14.87 -02 13 21.2|     |     | 209.8| 1.9| 0.27|0.03| 0.44|0.06|0.918|     |   |     |
Sex-0709|99B |3801.696|10 12 37.68 -02 11 30.6|     |     | 232.4| 1.1| 0.35|0.02| 0.30|0.06|0.993|     |   |     |
Sex-0710|99B |3801.696|10 12 27.30 -02 06 32.3|     |     | 227.5| 5.2| 0.26|0.05| 0.27|0.12|0.993|     |   |     |
Sex-0711|99B |3801.696|10 12 24.71 -02 07 06.3|     |     | -14.6| 1.1| 0.35|0.03| 0.97|0.03|0.000|     |   |     |
Sex-0712|99B |3801.696|10 12 24.82 -02 08 01.2|     |     |  10.3| 0.5| 0.30|0.01| 0.62|0.02|0.000|     |   |     |
Sex-0713|99B |3801.696|10 12 19.46 -02 09 56.4|     |     |  75.2| 2.9| 0.29|0.02| 0.79|0.04|0.000|     |   |     |
Sex-0714|99B |3801.696|10 12 19.01 -02 10 42.2|     |     | 186.7| 2.0| 0.35|0.07| 0.66|0.11|0.000|     |   |     |
Sex-0715|99B |3801.696|10 12 16.01 -02 21 12.6|     |     | 126.3| 1.6| 0.26|0.04| 0.76|0.05|0.000|     |   |     |
Sex-0716|99B |3801.696|10 12 15.96 -02 16 05.4|     |     | 224.8| 1.4| 0.35|0.03| 0.59|0.06|0.374|     |   |     |
Sex-0717|99B |3801.696|10 12 08.52 -02 15 37.1|     |     | 219.7| 2.4| 0.25|0.02| 0.43|0.05|0.983|     |   |     |
Sex-0718|99B |3801.696|10 12 05.72 -02 15 19.4|     |     | -23.6| 0.8| 0.32|0.02| 0.38|0.05|0.000|     |   |     |
Sex-0719|99B |3801.696|10 12 05.45 -02 14 12.8|     |     | 119.1| 2.4| 0.24|0.04| 0.45|0.07|0.000|     |   |     |
Sex-0720|99B |3801.696|10 12 04.53 -02 13 33.5|     |     |  46.6| 0.4| 0.33|0.02| 0.68|0.03|0.000|     |   |     |
Sex-0721|99B |3801.696|10 12 08.35 -02 05 09.3|     |     |  86.5| 0.4| 0.37|0.01| 0.69|0.02|0.000|     |   |     |
Sex-0722|99B |3801.696|10 12 10.72 -02 05 24.0|     |     |  52.0| 1.4| 0.43|0.02| 0.89|0.03|0.000|     |   |     |
Sex-0723|99B |3801.696|10 12 03.90 -02 08 09.6|     |     | 227.1| 3.1| 0.41|0.06| 0.91|0.06|0.000|     |   |     |
Sex-0724|99B |3801.696|10 12 08.94 -02 11 31.5|     |     |  16.0| 2.7| 0.40|0.05| 0.92|0.07|0.000|     |   |     |
Sex-0725|99B |3801.696|10 12 14.16 -02 04 30.0|     |     |  47.8| 0.5| 0.36|0.02| 0.70|0.03|0.000|     |   |     |
Sex-0726|99B |3801.696|10 12 10.41 -02 06 20.2|     |     |  41.7| 1.7| 0.44|0.04| 1.14|0.03|0.000|     |   |     |
Sex-0727|99B |3801.696|10 12 12.79 -02 07 52.7|     |     |  35.5| 0.6| 0.41|0.02| 0.94|0.02|0.000|     |   |     |
Sex-0728|99B |3801.696|10 11 56.34 -02 21 23.5|     |     | 230.9| 2.1| 0.30|0.03| 0.48|0.06|0.924|     |   |     |
Sex-0729|99B |3801.696|10 11 55.21 -02 21 11.9|     |     |  19.1| 1.8| 0.28|0.04| 0.75|0.05|0.000|     |   |     |
Sex-0730|99B |3801.696|10 11 53.22 -02 20 34.6|     |     |  46.9| 4.2| 0.29|0.10| 0.23|0.22|0.000|     |   |     |
Sex-0731|99B |3801.696|10 11 56.96 -02 12 56.1|     |     | 165.0| 0.6| 0.37|0.02| 0.68|0.03|0.000|     |   |     |
Sex-0732|99B |3801.696|10 12 00.81 -02 12 59.0|     |     | 204.1| 1.6| 0.35|0.03| 0.61|0.06|0.014|     |   |     |
Sex-0733|99B |3801.696|10 12 00.89 -02 12 26.9|     |     |-109.0| 2.9| 0.29|0.06| 0.42|0.13|0.000|     |   |     |
Sex-0734|99B |3801.696|10 11 53.92 -02 05 29.3|     |     |  11.0| 3.3| 0.27|0.04| 0.43|0.07|0.000|     |   |     |
Sex-0735|99B |3801.696|10 11 43.91 -02 06 33.1|     |     |   6.6| 0.7| 0.44|0.02| 0.96|0.03|0.000|     |   |     |
Sex-0736|99B |3801.696|10 11 43.99 -02 07 51.4|     |     | 229.5| 1.0| 0.35|0.02| 0.29|0.04|0.995|     |   |     |
Sex-0737|99B |3801.696|10 11 45.46 -02 09 59.6|     |     |  43.0| 1.4| 0.36|0.06| 0.89|0.07|0.000|     |   |     |
Sex-0738|99B |3801.696|10 11 55.81 -02 02 52.0|     |     |  23.2| 2.1| 0.35|0.03| 0.72|0.06|0.000|     |   |     |
Sex-0739|99B |3801.696|10 11 50.85 -02 08 33.7|     |     | 181.1| 1.0| 0.34|0.03| 0.47|0.06|0.000|     |   |     |
Sex-0740|99B |3801.696|10 11 49.66 -02 17 42.7|     |     | 225.1| 1.7| 0.35|0.03| 0.33|0.09|0.989|     |   |     |
Sex-0741|99B |3801.696|10 11 47.82 -02 15 06.1|     |     |  60.9| 2.5| 0.24|0.06| 1.14|0.04|0.000|     |   |     |
Sex-0742|99B |3801.696|10 11 49.30 -02 14 28.8|     |     | 111.7| 1.0| 0.37|0.02| 0.93|0.03|0.000|     |   |     |
Sex-0743|99B |3801.696|10 11 47.67 -02 14 04.2|     |     |  22.7| 3.0| 0.30|0.05| 0.91|0.06|0.000|     |   |     |
Sex-0744|99B |3801.696|10 11 34.61 -02 05 48.9|     |     | -52.0| 3.6| 0.62|0.08| 0.66|0.04|0.000|     |   |     |
Sex-0745|99B |3801.696|10 11 29.27 -02 07 58.7|     |     |  73.0| 4.1| 0.37|0.04| 0.47|0.08|0.000|     |   |     |
Sex-0746|99B |3801.696|10 11 28.61 -02 08 31.9|     |     |   2.6| 3.5| 0.37|0.04| 0.92|0.06|0.000|     |   |     |
Sex-0747|99B |3801.696|10 11 37.96 -02 14 37.6|     |     |  25.7| 4.2| 0.45|0.06| 0.97|0.08|0.000|     |   |     |
Sex-0748|99B |3801.696|10 11 36.42 -02 16 20.1|     |     | 230.3| 4.5| 0.32|0.04| 0.43|0.11|0.962|     |   |     |
Sex-0749|99B |3801.696|10 11 43.00 -02 03 50.3|     |     | 224.7| 0.8| 0.35|0.01| 0.33|0.03|0.996|     |   |     |
Sex-0750|99B |3801.696|10 11 47.39 -02 03 50.5|     |     |   8.9| 1.3| 0.38|0.01| 0.99|0.02|0.000|     |   |     |
Sex-0751|99B |3801.696|10 11 43.18 -02 04 34.2|     |     | 196.1| 1.9| 0.38|0.02| 0.46|0.06|0.083|     |   |     |
Sex-0752|99B |3801.696|10 11 35.47 -02 06 59.7|     |     |  82.2| 0.9| 0.37|0.03| 1.08|0.02|0.000|     |   |     |
Sex-0753|79B |3801.821|10 15 48.45 -01 46 49.1|     |     |  27.5| 2.3| 0.41|0.03| 0.75|0.06|0.000|     |   |     |
Sex-0754|79B |3801.821|10 15 54.82 -01 44 33.4|     |     |  39.3| 2.8| 0.33|0.09| 0.95|0.08|0.000|     |   |     |
Sex-0755|79B |3801.821|10 15 54.02 -01 40 54.8|     |     |  -7.8| 2.4| 0.45|0.07| 0.93|0.10|0.000|     |   |     |
Sex-0756|79B |3801.821|10 15 57.75 -01 38 52.3|     |     |  63.5| 1.8| 0.26|0.08| 1.17|0.04|0.000|     |   |     |
Sex-0757|79B |3801.821|10 15 55.19 -01 30 56.3|     |     | 397.4| 5.6| 0.25|0.02| 0.28|0.05|0.000|     |   |     |
Sex-0758|79B |3801.821|10 15 59.05 -01 33 12.2|     |     |  -8.6| 0.4| 0.37|0.01| 0.82|0.02|0.000|     |   |     |
Sex-0759|79B |3801.821|10 16 03.92 -01 33 46.4|     |     | 217.9| 1.2| 0.34|0.02| 0.32|0.06|0.989|     |   |     |
Sex-0760|79B |3801.821|10 16 04.82 -01 34 12.3|     |     | -18.5| 2.0| 0.25|0.03| 0.63|0.04|0.000|     |   |     |
Sex-0761|79B |3801.821|10 16 01.09 -01 35 19.2|     |     | 218.1| 2.5| 0.26|0.03| 0.31|0.06|0.990|     |   |     |
Sex-0762|79B |3801.821|10 15 57.66 -01 37 56.7|     |     |  97.5| 0.9| 0.34|0.03| 0.78|0.04|0.000|     |   |     |
Sex-0763|79B |3801.821|10 15 44.17 -01 44 31.5|     |     |  -8.7| 0.4| 0.40|0.02| 0.69|0.04|0.000|     |   |     |
Sex-0764|79B |3801.821|10 15 41.10 -01 44 13.5|     |     | 129.6| 2.1| 0.28|0.03| 0.62|0.05|0.000|     |   |     |
Sex-0765|79B |3801.821|10 15 34.32 -01 42 40.4|     |     |  12.7| 1.3| 0.30|0.02| 0.46|0.04|0.000|     |   |     |
Sex-0766|79B |3801.821|10 15 35.44 -01 31 10.8|     |     | 229.4| 0.6| 0.39|0.01| 0.38|0.03|0.993|     |   |     |
Sex-0767|79B |3801.821|10 15 41.81 -01 34 59.7|     |     | 206.4| 2.4| 0.37|0.03| 0.65|0.05|0.001|     |   |     |
Sex-0768|79B |3801.821|10 15 32.19 -01 34 44.5|     |     | 212.4| 5.5| 0.22|0.08| 0.59|0.09|0.597|     |   |     |
Sex-0769|79B |3801.821|10 15 45.04 -01 32 19.4|     |     |  91.3| 0.8| 0.37|0.03| 0.56|0.05|0.000|     |   |     |
Sex-0770|79B |3801.821|10 15 48.08 -01 32 35.7|     |     |  80.4| 1.9| 0.39|0.01| 0.82|0.02|0.000|     |   |     |
Sex-0771|79B |3801.821|10 15 52.08 -01 33 31.1|     |     | 222.9| 0.6| 0.44|0.01| 0.41|0.02|0.986|     |   |     |
Sex-0772|79B |3801.821|10 15 54.42 -01 34 14.0|     |     |  50.8| 0.6| 0.38|0.02| 0.77|0.03|0.000|     |   |     |
Sex-0773|79B |3801.821|10 15 47.36 -01 36 46.3|     |     | -20.6| 1.6| 0.41|0.03| 0.88|0.04|0.000|     |   |     |
Sex-0774|79B |3801.821|10 15 48.02 -01 37 22.3|     |     | -49.4| 2.0| 0.28|0.03| 0.54|0.06|0.000|     |   |     |
Sex-0775|79B |3801.821|10 15 22.71 -01 45 44.1|     |     | 151.9| 2.8| 0.26|0.04| 0.56|0.07|0.000|     |   |     |
Sex-0776|79B |3801.821|10 15 15.76 -01 38 41.8|     |     |  57.1| 0.6| 0.33|0.02| 0.86|0.03|0.000|     |   |     |
Sex-0777|79B |3801.821|10 15 12.91 -01 37 59.5|     |     | 228.9| 5.4| 0.21|0.08| 0.55|0.11|0.916|     |   |     |
Sex-0778|79B |3801.821|10 15 07.38 -01 44 38.5|     |     |  23.5| 2.1| 0.36|0.02| 0.78|0.03|0.000|     |   |     |
Sex-0779|79B |3801.821|10 15 13.31 -01 44 31.6|     |     |  11.3| 4.3| 0.47|0.08| 0.04|0.21|0.000|     |   |     |
Sex-0780|79B |3801.821|10 15 13.04 -01 44 12.7|     |     | -57.6| 1.1| 0.41|0.02| 0.96|0.02|0.000|     |   |     |
Sex-0781|79B |3801.821|10 15 09.99 -01 43 21.7|     |     |  94.7| 2.9| 0.28|0.05| 0.74|0.06|0.000|     |   |     |
Sex-0782|79B |3801.821|10 15 04.10 -01 41 16.6|     |     |  52.4| 3.9| 0.28|0.04| 0.80|0.06|0.000|     |   |     |
Sex-0783|79B |3801.821|10 15 24.54 -01 30 54.9|     |     | 289.9| 1.2| 0.31|0.02| 0.73|0.03|0.000|     |   |     |
Sex-0784|79B |3801.821|10 15 24.83 -01 34 15.6|     |     |  66.0| 1.0| 0.34|0.02| 0.93|0.02|0.000|     |   |     |
Sex-0785|79B |3801.821|10 15 29.97 -01 34 45.4|     |     | 121.0| 4.2| 0.28|0.04| 0.34|0.08|0.000|     |   |     |
Sex-0786|79B |3801.821|10 15 27.77 -01 36 29.1|     |     | 147.0| 0.6| 0.37|0.01| 0.82|0.02|0.000|     |   |     |
Sex-0787|79B |3801.821|10 15 01.71 -01 43 49.3|     |     | 116.5| 3.9|     |    |     |    |0.000|     |   |     |
Sex-0788|79B |3801.821|10 14 55.73 -01 39 18.0|     |     | 119.3| 1.0| 0.33|0.02| 0.85|0.03|0.000|     |   |     |
Sex-0789|79B |3801.821|10 15 03.80 -01 39 09.0|     |     |  52.7| 1.5| 0.30|0.03| 0.93|0.04|0.000|     |   |     |
Sex-0790|79B |3801.821|10 15 19.31 -01 32 36.0|     |     |  53.8| 1.3| 0.38|0.02| 1.05|0.02|0.000|     |   |     |
Sex-0791|79B |3801.821|10 15 21.36 -01 33 31.6|     |     |  89.3| 0.6| 0.33|0.02| 0.74|0.03|0.000|     |   |     |
Sex-0792|79B |3801.821|10 15 07.32 -01 35 05.1|     |     |  80.0| 1.4| 0.28|0.03| 0.49|0.06|0.000|     |   |     |
Sex-0793|79B |3801.821|10 15 07.65 -01 35 36.6|     |     |  37.1| 2.1|     |    |     |    |0.000|     |   |     |
Sex-0794|79B |3801.821|10 15 21.65 -01 36 48.3|     |     | 223.5| 1.3| 0.30|0.02| 0.42|0.04|0.989|     |   |     |
Sex-0795|54B |3803.716|10 13 53.52 -01 18 18.8|     |     | 218.9| 4.2| 0.17|0.07| 0.41|0.11|0.986|     |   |     |
Sex-0796|54B |3803.716|10 13 45.35 -01 11 34.0|     |     |  -3.7| 1.1| 0.34|0.03| 0.56|0.06|0.000|     |   |     |
Sex-0797|54B |3803.716|10 13 50.46 -01 12 48.4|     |     | 212.4| 3.6| 0.34|0.09| 0.44|0.15|0.949|     |   |     |
Sex-0798|54B |3803.716|10 13 40.71 -01 11 00.0|     |     | 219.5| 1.6| 0.30|0.03| 0.45|0.05|0.981|     |   |     |
Sex-0799|54B |3803.716|10 14 29.84 -01 05 02.1|     |     | 215.4| 3.1| 0.36|0.03| 0.31|0.07|0.989|     |   |     |
Sex-0800|54B |3803.716|10 14 34.01 -01 06 45.5|     |     | 212.1| 2.2| 0.29|0.03| 0.53|0.06|0.645|     |   |     |
Sex-0801|54B |3803.716|10 14 25.70 -01 07 22.4|     |     | 227.8| 2.1| 0.41|0.03| 0.34|0.08|0.993|     |   |     |
Sex-0802|54B |3803.716|10 14 33.95 -01 17 18.9|     |     | 217.0| 0.8| 0.37|0.01| 0.33|0.03|0.994|217.4|0.5| 0.33|0.03
Sex-0802|59B |4123.799|10 14 33.95 -01 17 18.9|     |     | 217.7| 0.6|     |    |     |    |     |     |   |     |
Sex-0803|54B |3803.716|10 14 49.67 -01 15 35.9|     |     | 223.2| 5.1| 0.27|0.05| 0.27|0.11|0.993|222.3|1.5| 0.27|0.11
Sex-0803|59B |4123.799|10 14 49.67 -01 15 35.9|     |     | 222.2| 1.6|     |    |     |    |     |     |   |     |
Sex-0804|54B |3803.716|10 14 43.74 -01 13 58.3|     |     |  58.9| 0.7| 0.36|0.03| 0.84|0.04|0.000| 61.3|0.5| 0.84|0.04
Sex-0804|59B |4123.799|10 14 43.74 -01 13 58.3|     |     |  62.9| 0.6|     |    |     |    |     |     |   |     |
Sex-0805|54B |3803.716|10 14 24.00 -01 19 30.2|     |     | 219.1| 3.1| 0.34|0.04| 0.15|0.10|0.992|     |   |     |
Sex-0806|54B |3803.716|10 14 26.73 -01 14 15.4|     |     | 225.8| 4.6| 0.31|0.03| 0.11|0.08|0.978|     |   |     |
Sex-0807|54B |3803.716|10 14 14.24 -01 03 19.7|     |     |  53.5| 1.0| 0.38|0.01| 0.89|0.02|0.000|     |   |     |
Sex-0808|54B |3803.716|10 14 03.60 -01 04 26.6|     |     | 144.2| 0.8| 0.35|0.01| 0.89|0.01|0.000|     |   |     |
Sex-0809|54B |3803.716|10 14 00.25 -01 05 05.7|     |     | 106.4| 0.5| 0.42|0.02| 0.88|0.02|0.000|     |   |     |
Sex-0810|54B |3803.716|10 14 00.94 -01 08 48.2|     |     |   0.2| 1.9| 0.36|0.02| 0.88|0.02|0.000|     |   |     |
Sex-0811|54B |3803.716|10 14 19.48 -01 05 04.0|     |     |  38.2| 1.9| 0.31|0.04| 1.01|0.04|0.000|     |   |     |
Sex-0812|54B |3803.716|10 14 17.05 -01 07 22.9|     |     | -70.6| 0.7| 0.33|0.02| 0.78|0.02|0.000|     |   |     |
Sex-0813|54B |3803.716|10 14 18.54 -01 16 12.1|     |     |  47.4| 0.5| 0.35|0.02| 0.87|0.03|0.000|     |   |     |
Sex-0814|54B |3803.716|10 13 58.68 -01 16 34.5|     |     | 232.2| 3.4| 0.34|0.04| 0.56|0.08|0.820|     |   |     |
Sex-0815|54B |3803.716|10 13 49.35 -01 05 01.3|     |     |  87.6| 3.6| 0.28|0.04| 0.36|0.08|0.000|     |   |     |
Sex-0816|54B |3803.716|10 13 50.30 -01 05 47.2|     |     |  73.4| 1.5| 0.35|0.03| 0.56|0.06|0.000|     |   |     |
Sex-0817|54B |3803.716|10 13 45.26 -01 10 43.1|     |     |  32.2| 1.7| 0.33|0.02| 0.92|0.02|0.000|     |   |     |
Sex-0818|54B |3803.716|10 13 48.74 -01 11 20.8|     |     | 339.2| 3.7| 0.27|0.04| 0.51|0.07|0.000|     |   |     |
Sex-0819|54B |3803.716|10 13 48.67 -01 11 38.1|     |     |  66.6| 3.2| 0.35|0.04| 0.42|0.09|0.000|     |   |     |
Sex-0820|54B |3803.716|10 13 53.10 -01 03 39.4|     |     |  44.2| 2.4| 0.36|0.03| 0.86|0.04|0.000|     |   |     |
Sex-0821|54B |3803.716|10 13 58.91 -01 03 53.7|     |     | 236.0| 0.8| 0.32|0.01| 0.33|0.03|0.991|     |   |     |
Sex-0822|54B |3803.716|10 13 50.64 -01 08 45.0|     |     | 241.8| 1.0| 0.33|0.02| 0.48|0.04|0.677|     |   |     |
Sex-0823|54B |3803.716|10 13 53.95 -01 13 06.2|     |     |  74.0| 1.1| 0.39|0.02| 0.88|0.03|0.000|     |   |     |
Sex-0824|6B  |3804.673|10 13 40.44 -01 30 53.3|20.38| 0.76| -92.4| 2.7| 0.36|0.10| 0.36|0.22|0.000|     |   |     |
Sex-0825|6B  |3804.673|10 12 47.24 -01 28 26.7|20.32| 0.73|  -7.4| 1.6| 0.34|0.06| 0.50|0.11|0.000|     |   |     |
Sex-0826|6B  |3804.673|10 12 36.86 -01 27 18.2|19.50| 0.61| -12.5| 2.5| 0.27|0.07| 0.59|0.12|0.000|-12.5|0.7| 0.59|0.12
Sex-0826|6B  |4124.814|10 12 36.86 -01 27 18.2|19.50| 0.61| -12.5| 0.8|     |    |     |    |     |     |   |     |
Sex-0827|6B  |3804.673|10 13 23.24 -01 34 53.5|20.33| 0.62| -17.6| 2.6| 0.35|0.08| 0.36|0.21|0.000|     |   |     |
Sex-0828|6B  |3804.673|10 13 48.46 -01 25 58.8|19.82| 0.74| 241.8| 2.1| 0.34|0.04| 0.57|0.07|0.293|243.4|1.6| 0.57|0.07
Sex-0828|6B  |4124.814|10 13 48.46 -01 25 58.8|19.82| 0.74| 245.9| 2.6|     |    |     |    |     |     |   |     |
Sex-0829|6B  |3804.673|10 13 44.28 -01 29 00.6|20.36| 0.75| 225.8| 3.1| 0.50|0.10| 0.33|0.31|0.994|     |   |     |
Sex-0830|6B  |3804.673|10 13 45.63 -01 24 51.5|20.61| 0.48| -10.8| 3.0| 0.25|0.08| 0.46|0.15|0.000|     |   |     |
Sex-0831|6B  |3804.673|10 13 42.79 -01 22 04.9|     |     | -14.6| 2.8| 0.27|0.07| 0.63|0.13|0.000|     |   |     |
Sex-0832|6B  |3804.673|10 13 21.37 -01 35 13.6|20.24| 1.09| -18.6| 5.5| 0.26|0.16|-0.12|0.66|0.000|     |   |     |
Sex-0833|100B|3805.736|10 15 17.77 -02 14 15.0|     |     |  42.0| 4.9|     |    |     |    |0.000|     |   |     |
